"county_fips","state","county_name","winner_votes","party","Unemployment_Value","Poverty_Value","Less.than.a.high.school.diploma..2015.19","High.school.diploma.only..2015.19","Some.college.or.associate.s.degree..2015.19","Bachelor.s.degree.or.higher..2015.19"
1001,"ALABAMA","AUTAUGA",19838,"REPUBLICAN",25838,12.1,4291,12551,10596,9929
1003,"ALABAMA","BALDWIN",83544,"REPUBLICAN",96763,10.1,13893,41797,47274,48148
1005,"ALABAMA","BARBOUR",5622,"REPUBLICAN",8587,27.1,4812,6396,4676,2080
1007,"ALABAMA","BIBB",7525,"REPUBLICAN",8640,20.3,3386,7256,3848,1678
1009,"ALABAMA","BLOUNT",24711,"REPUBLICAN",24661,16.3,7763,13299,13519,5210
1011,"ALABAMA","BULLOCK",3446,"DEMOCRAT",4818,30,1798,2860,1587,856
1013,"ALABAMA","BUTLER",5458,"REPUBLICAN",9056,21.6,2066,6244,3279,2230
1015,"ALABAMA","CALHOUN",35101,"REPUBLICAN",46240,17.2,12315,25940,26233,14620
1017,"ALABAMA","CHAMBERS",8753,"REPUBLICAN",15865,19.6,4372,8739,7515,3163
1019,"ALABAMA","CHEROKEE",10583,"REPUBLICAN",11513,15.9,3478,7598,5391,2407
1021,"ALABAMA","CHILTON",16085,"REPUBLICAN",19592,16,5474,13348,7401,3823
1023,"ALABAMA","CHOCTAW",4296,"REPUBLICAN",4621,22.6,1737,3515,2964,1113
1025,"ALABAMA","CLARKE",7324,"REPUBLICAN",7769,18.4,3259,7005,4456,2050
1027,"ALABAMA","CLAY",5601,"REPUBLICAN",6083,16.6,2205,3577,2678,999
1029,"ALABAMA","CLEBURNE",6484,"REPUBLICAN",5737,13.3,2198,3980,2687,1616
1031,"ALABAMA","COFFEE",16899,"REPUBLICAN",21502,15,4967,9615,12667,8044
1033,"ALABAMA","COLBERT",19203,"REPUBLICAN",23558,14.6,5783,14740,11366,7070
1035,"ALABAMA","CONECUH",3442,"REPUBLICAN",4529,22.2,1384,4516,1805,1128
1037,"ALABAMA","COOSA",3631,"REPUBLICAN",4392,17.1,1652,3327,2221,1059
1039,"ALABAMA","COVINGTON",14586,"REPUBLICAN",15172,17.2,4366,9819,8119,4020
1041,"ALABAMA","CRENSHAW",4864,"REPUBLICAN",6253,16.8,2016,3830,2157,1687
1043,"ALABAMA","CULLMAN",36880,"REPUBLICAN",38310,12.2,10648,19668,19406,8004
1045,"ALABAMA","DALE",14303,"REPUBLICAN",20710,18.1,4651,10819,11961,6078
1047,"ALABAMA","DALLAS",12230,"DEMOCRAT",14619,26,4757,9411,8178,3854
1049,"ALABAMA","DEKALB",24767,"REPUBLICAN",30736,18.2,12072,16431,13241,6246
1051,"ALABAMA","ELMORE",30164,"REPUBLICAN",36620,11.4,7503,18232,16298,14060
1053,"ALABAMA","ESCAMBIA",10869,"REPUBLICAN",14453,20.5,4878,11308,6449,3224
1055,"ALABAMA","ETOWAH",35528,"REPUBLICAN",40724,18.8,11127,23668,24422,12815
1057,"ALABAMA","FAYETTE",7300,"REPUBLICAN",6562,17,2037,4831,3387,1451
1059,"ALABAMA","FRANKLIN",10376,"REPUBLICAN",14424,16.1,4739,7601,5539,2907
1061,"ALABAMA","GENEVA",10848,"REPUBLICAN",10835,16.1,3672,6714,5943,2331
1063,"ALABAMA","GREENE",3884,"DEMOCRAT",3015,31.7,1204,2237,1766,586
1065,"ALABAMA","HALE",4663,"DEMOCRAT",6075,20.5,1587,4303,2620,1411
1067,"ALABAMA","HENRY",6607,"REPUBLICAN",6814,17.2,2509,3961,3622,2076
1069,"ALABAMA","HOUSTON",32618,"REPUBLICAN",46358,19.4,10076,22558,23893,15672
1071,"ALABAMA","JACKSON",19670,"REPUBLICAN",22840,14.7,6218,15177,10429,5175
1073,"ALABAMA","JEFFERSON",181688,"DEMOCRAT",315957,16.2,44684,118636,136299,150124
1075,"ALABAMA","LAMAR",6174,"REPUBLICAN",5730,15.3,1737,3912,3014,1174
1077,"ALABAMA","LAUDERDALE",31721,"REPUBLICAN",41931,15.7,8026,22873,17759,14948
1079,"ALABAMA","LAWRENCE",12322,"REPUBLICAN",14363,17.7,4825,9605,5954,2930
1081,"ALABAMA","LEE",42221,"REPUBLICAN",75564,15.5,8849,23026,30907,34273
1083,"ALABAMA","LIMESTONE",34640,"REPUBLICAN",44624,12,10098,20044,18829,16971
1085,"ALABAMA","LOWNDES",4972,"DEMOCRAT",3661,26.6,1529,2800,1696,1037
1087,"ALABAMA","MACON",7108,"DEMOCRAT",8063,29.3,2190,3633,3760,2450
1089,"ALABAMA","MADISON",102780,"REPUBLICAN",187247,11.5,20562,51126,70137,105935
1091,"ALABAMA","MARENGO",5488,"DEMOCRAT",7766,24.8,2118,4970,3895,2109
1093,"ALABAMA","MARION",12205,"REPUBLICAN",13034,16.9,4345,7408,6804,2715
1095,"ALABAMA","MARSHALL",33191,"REPUBLICAN",44275,15.7,11761,19920,19887,12387
1097,"ALABAMA","MOBILE",101243,"REPUBLICAN",190882,17.7,37736,94715,81698,64689
1099,"ALABAMA","MONROE",6147,"REPUBLICAN",7474,23.3,2113,6952,3670,1983
1101,"ALABAMA","MONTGOMERY",64529,"DEMOCRAT",107103,15.8,19978,37648,42690,50254
1103,"ALABAMA","MORGAN",39664,"REPUBLICAN",58899,13.7,13137,25075,25790,18476
1105,"ALABAMA","PERRY",3860,"DEMOCRAT",3437,33.9,1010,2172,1361,1340
1107,"ALABAMA","PICKENS",5594,"REPUBLICAN",7660,24.3,2680,5388,4380,2047
1109,"ALABAMA","PIKE",8042,"REPUBLICAN",15636,21.8,2901,6899,4918,4580
1111,"ALABAMA","RANDOLPH",8559,"REPUBLICAN",9414,17.5,3213,5502,4454,2607
1113,"ALABAMA","RUSSELL",11228,"DEMOCRAT",23500,18.9,6297,12237,13449,6937
1115,"ALABAMA","ST. CLAIR",36166,"REPUBLICAN",40132,11.2,9488,21849,20207,9880
1117,"ALABAMA","SHELBY",79700,"REPUBLICAN",114048,6.2,10658,28835,43503,62431
1119,"ALABAMA","SUMTER",4648,"DEMOCRAT",4745,36.4,1076,2860,2408,1744
1121,"ALABAMA","TALLADEGA",22235,"REPUBLICAN",36123,17.4,11014,18881,17721,8377
1123,"ALABAMA","TALLAPOOSA",14963,"REPUBLICAN",17864,16,5546,9376,8458,5287
1125,"ALABAMA","TUSCALOOSA",51117,"REPUBLICAN",102222,16.2,15036,38580,35780,39660
1127,"ALABAMA","WALKER",26002,"REPUBLICAN",24877,17.3,8141,16796,14765,5080
1129,"ALABAMA","WASHINGTON",6564,"REPUBLICAN",6729,18.6,1971,4886,3052,1437
1131,"ALABAMA","WILCOX",4048,"DEMOCRAT",2871,32.5,1675,2808,1742,889
1133,"ALABAMA","WINSTON",10195,"REPUBLICAN",10017,16.7,3635,6556,4764,2201
2001,"ALASKA","DISTRICT 1",3511,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2002,"ALASKA","DISTRICT 2",3674,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2003,"ALASKA","DISTRICT 3",6076,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2004,"ALASKA","DISTRICT 4",5345,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2005,"ALASKA","DISTRICT 5",4204,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2006,"ALASKA","DISTRICT 6",5770,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2007,"ALASKA","DISTRICT 7",7027,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2008,"ALASKA","DISTRICT 8",7618,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2009,"ALASKA","DISTRICT 9",7787,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2010,"ALASKA","DISTRICT 10",8081,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2011,"ALASKA","DISTRICT 11",7096,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2012,"ALASKA","DISTRICT 12",7893,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2013,"ALASKA","DISTRICT 13",4652,"REPUBLICAN",2523,14.8,380,1137,798,301
2014,"ALASKA","DISTRICT 14",6714,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2015,"ALASKA","DISTRICT 15",2671,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2016,"ALASKA","DISTRICT 16",4274,"DEMOCRAT",3732,7.6,435,1611,1378,703
2017,"ALASKA","DISTRICT 17",4136,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2018,"ALASKA","DISTRICT 18",4681,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2019,"ALASKA","DISTRICT 19",3118,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2020,"ALASKA","DISTRICT 20",4881,"DEMOCRAT",148392,9.5,11701,44936,65951,69282
2021,"ALASKA","DISTRICT 21",5414,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2022,"ALASKA","DISTRICT 22",4684,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2023,"ALASKA","DISTRICT 23",3810,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2024,"ALASKA","DISTRICT 24",5378,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2025,"ALASKA","DISTRICT 25",4600,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2026,"ALASKA","DISTRICT 26",5243,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2027,"ALASKA","DISTRICT 27",4844,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2028,"ALASKA","DISTRICT 28",6264,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2029,"ALASKA","DISTRICT 29",7464,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2030,"ALASKA","DISTRICT 30",7180,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2031,"ALASKA","DISTRICT 31",6971,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2032,"ALASKA","DISTRICT 32",4440,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2033,"ALASKA","DISTRICT 33",7535,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2034,"ALASKA","DISTRICT 34",5763,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2035,"ALASKA","DISTRICT 35",5011,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2036,"ALASKA","DISTRICT 36",5114,"REPUBLICAN",NA,NA,NA,NA,NA,NA
2037,"ALASKA","DISTRICT 37",2560,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2038,"ALASKA","DISTRICT 38",3202,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2039,"ALASKA","DISTRICT 39",3580,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2040,"ALASKA","DISTRICT 40",2318,"DEMOCRAT",NA,NA,NA,NA,NA,NA
2099,"ALASKA","DISTRICT 99",373,"DEMOCRAT",NA,NA,NA,NA,NA,NA
4001,"ARIZONA","APACHE",23293,"DEMOCRAT",20195,33.4,8809,14491,16120,5529
4003,"ARIZONA","COCHISE",35557,"REPUBLICAN",51995,16.6,11057,21124,35205,20253
4005,"ARIZONA","COCONINO",44698,"DEMOCRAT",75280,15.9,7876,18310,26852,30042
4007,"ARIZONA","GILA",18377,"REPUBLICAN",21008,21.1,5378,10955,15629,7368
4009,"ARIZONA","GRAHAM",10749,"REPUBLICAN",15919,20.1,3495,6809,9810,3592
4011,"ARIZONA","GREENLEE",2433,"REPUBLICAN",4454,9.3,699,2032,2332,791
4012,"ARIZONA","LA PAZ",5129,"REPUBLICAN",8979,22.1,3702,5000,5423,1928
4013,"ARIZONA","MARICOPA",1040774,"DEMOCRAT",2331628,12.2,353350,644671,939477,941317
4015,"ARIZONA","MOHAVE",78535,"REPUBLICAN",88743,16,22068,55982,59836,20505
4017,"ARIZONA","NAVAJO",27657,"REPUBLICAN",40419,25.2,11720,21383,26664,10758
4019,"ARIZONA","PIMA",304981,"DEMOCRAT",495991,14,79892,153022,232157,222733
4021,"ARIZONA","PINAL",107077,"REPUBLICAN",191074,12.1,42607,87608,110668,58470
4023,"ARIZONA","SANTA CRUZ",13138,"DEMOCRAT",19429,18.8,6857,8398,8060,5987
4025,"ARIZONA","YAVAPAI",91527,"REPUBLICAN",106985,12,15683,45277,68914,45341
4027,"ARIZONA","YUMA",36534,"REPUBLICAN",98120,20.4,35444,34067,43093,19912
5001,"ARKANSAS","ARKANSAS",4304,"REPUBLICAN",9422,15.8,1999,4832,3633,1959
5003,"ARKANSAS","ASHLEY",5548,"REPUBLICAN",7186,18.5,2307,6027,3765,1703
5005,"ARKANSAS","BAXTER",15836,"REPUBLICAN",16528,12.7,3581,11536,10976,5682
5007,"ARKANSAS","BENTON",73965,"REPUBLICAN",140015,8.9,19857,50742,45308,58000
5009,"ARKANSAS","BOONE",13652,"REPUBLICAN",15764,15.1,3271,8675,9844,4193
5011,"ARKANSAS","BRADLEY",2335,"REPUBLICAN",4386,22.9,1426,3105,1911,1078
5013,"ARKANSAS","CALHOUN",1636,"REPUBLICAN",2426,15.4,586,1661,1046,424
5015,"ARKANSAS","CARROLL",7424,"REPUBLICAN",12709,14.7,2724,7134,5781,4213
5017,"ARKANSAS","CHICOT",2260,"DEMOCRAT",3250,31,1431,2833,1995,1182
5019,"ARKANSAS","CLARK",4616,"REPUBLICAN",9314,20.6,1323,3976,4364,3508
5021,"ARKANSAS","CLAY",4086,"REPUBLICAN",5519,18.7,1845,4410,2947,1323
5023,"ARKANSAS","CLEBURNE",10328,"REPUBLICAN",9157,14.1,2627,8007,5153,2906
5025,"ARKANSAS","CLEVELAND",2867,"REPUBLICAN",3203,13.7,594,2653,1526,926
5027,"ARKANSAS","COLUMBIA",5500,"REPUBLICAN",9053,21.2,2071,6116,3595,2879
5029,"ARKANSAS","CONWAY",5694,"REPUBLICAN",8392,15.6,1876,6352,3995,2263
5031,"ARKANSAS","CRAIGHEAD",25558,"REPUBLICAN",55775,16.9,7362,23849,19662,18091
5033,"ARKANSAS","CRAWFORD",18607,"REPUBLICAN",26436,18.3,6347,15753,13409,6747
5035,"ARKANSAS","CRITTENDEN",8514,"DEMOCRAT",21209,22.4,5385,10768,9414,5400
5037,"ARKANSAS","CROSS",4946,"REPUBLICAN",7291,17.8,1883,4778,3191,1661
5039,"ARKANSAS","DALLAS",1573,"REPUBLICAN",2832,18.8,826,2267,1442,610
5041,"ARKANSAS","DESHA",2016,"DEMOCRAT",5321,25.4,1482,3491,1753,1100
5043,"ARKANSAS","DREW",4349,"REPUBLICAN",7730,18.5,1526,4115,3364,2656
5045,"ARKANSAS","FAULKNER",34421,"REPUBLICAN",61682,14.4,6196,23112,23378,23183
5047,"ARKANSAS","FRANKLIN",5677,"REPUBLICAN",7478,16.2,1956,4930,3672,1459
5049,"ARKANSAS","FULTON",3961,"REPUBLICAN",4924,17.7,1275,3171,3322,1083
5051,"ARKANSAS","GARLAND",29069,"REPUBLICAN",41347,16.9,7779,22462,25762,15464
5053,"ARKANSAS","GRANT",6794,"REPUBLICAN",8222,12.1,1170,5570,3600,2380
5055,"ARKANSAS","GREENE",12670,"REPUBLICAN",19450,15.5,3536,13792,7887,4859
5057,"ARKANSAS","HEMPSTEAD",4470,"REPUBLICAN",9593,18.5,2491,5276,4400,2162
5059,"ARKANSAS","HOT SPRING",9202,"REPUBLICAN",14100,20.2,3442,9474,8150,3227
5061,"ARKANSAS","HOWARD",3367,"REPUBLICAN",5533,16.8,1297,3371,2921,1192
5063,"ARKANSAS","INDEPENDENCE",11250,"REPUBLICAN",16670,15.9,3512,9451,7753,4406
5065,"ARKANSAS","IZARD",4631,"REPUBLICAN",4640,15.9,1653,3876,3334,1332
5067,"ARKANSAS","JACKSON",3593,"REPUBLICAN",5863,22.9,2421,5186,3361,1239
5069,"ARKANSAS","JEFFERSON",14981,"DEMOCRAT",27398,24.4,6499,18240,13726,8439
5071,"ARKANSAS","JOHNSON",6938,"REPUBLICAN",10120,17.5,3678,7082,3982,2679
5073,"ARKANSAS","LAFAYETTE",1757,"REPUBLICAN",2421,25.5,995,1972,1161,775
5075,"ARKANSAS","LAWRENCE",4569,"REPUBLICAN",6786,18.4,1782,4340,3377,1730
5077,"ARKANSAS","LEE",1423,"DEMOCRAT",2805,35.4,1632,2728,1668,726
5079,"ARKANSAS","LINCOLN",2729,"REPUBLICAN",3834,27.1,1951,4878,2481,1004
5081,"ARKANSAS","LITTLE RIVER",3715,"REPUBLICAN",5385,17.8,960,3882,2762,1090
5083,"ARKANSAS","LOGAN",6441,"REPUBLICAN",8656,17.4,2108,6902,4256,2043
5085,"ARKANSAS","LONOKE",22884,"REPUBLICAN",33550,10.7,5246,17701,15363,9944
5087,"ARKANSAS","MADISON",5658,"REPUBLICAN",7413,16.4,2164,4903,2522,1590
5089,"ARKANSAS","MARION",5783,"REPUBLICAN",6251,16.3,1700,4727,4022,2151
5091,"ARKANSAS","MILLER",11920,"REPUBLICAN",19379,14.1,4018,10473,10200,4970
5093,"ARKANSAS","MISSISSIPPI",7296,"REPUBLICAN",17264,23,5137,10586,7757,3771
5095,"ARKANSAS","MONROE",1545,"REPUBLICAN",2721,25.5,1064,2077,1252,639
5097,"ARKANSAS","MONTGOMERY",3046,"REPUBLICAN",2981,19.9,1351,2432,2002,902
5099,"ARKANSAS","NEVADA",2133,"REPUBLICAN",3550,24.1,562,2513,1917,853
5101,"ARKANSAS","NEWTON",3192,"REPUBLICAN",3246,18.1,774,2026,1754,1172
5103,"ARKANSAS","OUACHITA",5294,"REPUBLICAN",9821,17.3,2286,6816,4908,2370
5105,"ARKANSAS","PERRY",3479,"REPUBLICAN",4188,16.5,1099,3022,2213,918
5107,"ARKANSAS","PHILLIPS",3623,"DEMOCRAT",6402,33.3,2367,3833,4146,1653
5109,"ARKANSAS","PIKE",3519,"REPUBLICAN",4272,16.9,949,2865,2410,1301
5111,"ARKANSAS","POINSETT",5918,"REPUBLICAN",9919,23.1,3204,7019,4265,1804
5113,"ARKANSAS","POLK",7035,"REPUBLICAN",8013,20.2,2119,5136,4817,1981
5115,"ARKANSAS","POPE",18081,"REPUBLICAN",27775,16.9,6286,14253,10742,9220
5117,"ARKANSAS","PRAIRIE",2786,"REPUBLICAN",3608,15,1004,2388,1663,923
5119,"ARKANSAS","PULASKI",101947,"DEMOCRAT",188928,14.6,25739,69244,80241,91541
5121,"ARKANSAS","RANDOLPH",5355,"REPUBLICAN",7444,17.3,2093,4417,4028,1694
5123,"ARKANSAS","ST. FRANCIS",3604,"DEMOCRAT",8028,32,3239,6739,6075,1861
5125,"ARKANSAS","SALINE",39556,"REPUBLICAN",58181,9.6,7756,25927,26944,22073
5127,"ARKANSAS","SCOTT",2962,"REPUBLICAN",4354,19.6,1460,2853,2034,652
5129,"ARKANSAS","SEARCY",3365,"REPUBLICAN",2885,22.4,1057,2326,1721,689
5131,"ARKANSAS","SEBASTIAN",31198,"REPUBLICAN",56158,15.9,13548,26385,26951,18122
5133,"ARKANSAS","SEVIER",3884,"REPUBLICAN",5524,17.7,2510,4003,2806,1367
5135,"ARKANSAS","SHARP",5938,"REPUBLICAN",5717,23.3,2052,5071,4022,1261
5137,"ARKANSAS","STONE",4616,"REPUBLICAN",4618,19.3,1737,3215,2987,1279
5139,"ARKANSAS","UNION",10478,"REPUBLICAN",15622,18.9,4029,9509,7583,5642
5141,"ARKANSAS","VAN BUREN",6034,"REPUBLICAN",5758,19.9,1820,5213,3425,1777
5143,"ARKANSAS","WASHINGTON",47504,"REPUBLICAN",126141,15.1,21148,36273,36611,46968
5145,"ARKANSAS","WHITE",24182,"REPUBLICAN",33972,15.4,7975,20092,12382,10659
5147,"ARKANSAS","WOODRUFF",1543,"REPUBLICAN",2794,27.1,853,2041,1113,655
5149,"ARKANSAS","YELL",5226,"REPUBLICAN",7997,15.6,3160,5806,3673,1858
6001,"CALIFORNIA","ALAMEDA",617659,"DEMOCRAT",813807,8.9,135524,205980,275053,556105
6003,"CALIFORNIA","ALPINE",476,"DEMOCRAT",517,17.2,68,216,220,266
6005,"CALIFORNIA","AMADOR",13585,"REPUBLICAN",14424,9.8,3024,8322,13112,5837
6007,"CALIFORNIA","BUTTE",50426,"DEMOCRAT",92604,16.1,15864,33186,58310,40149
6009,"CALIFORNIA","CALAVERAS",16518,"REPUBLICAN",21207,12.1,3424,9759,15281,6384
6011,"CALIFORNIA","COLUSA",4559,"REPUBLICAN",10499,12,3932,3586,4107,2052
6013,"CALIFORNIA","CONTRA COSTA",416386,"DEMOCRAT",541256,7.9,82921,135825,235034,333398
6015,"CALIFORNIA","DEL NORTE",6461,"REPUBLICAN",9350,17.9,3918,6095,6724,2907
6017,"CALIFORNIA","EL DORADO",61838,"REPUBLICAN",90752,8.7,9029,29137,51867,46995
6019,"CALIFORNIA","FRESNO",193025,"DEMOCRAT",445518,20.5,145232,137213,193773,127919
6021,"CALIFORNIA","GLENN",7063,"REPUBLICAN",12568,12.1,4518,4890,6002,2541
6023,"CALIFORNIA","HUMBOLDT",44768,"DEMOCRAT",59411,19.1,8811,20505,35024,28123
6025,"CALIFORNIA","IMPERIAL",34678,"DEMOCRAT",69602,22,33336,26782,33247,16760
6027,"CALIFORNIA","INYO",4634,"DEMOCRAT",8305,11.7,1508,3775,4334,3587
6029,"CALIFORNIA","KERN",164484,"REPUBLICAN",383769,19,139316,149493,160896,88094
6031,"CALIFORNIA","KINGS",24072,"REPUBLICAN",56416,16,24758,23488,31040,13630
6033,"CALIFORNIA","LAKE",14941,"DEMOCRAT",28267,18.3,6604,14169,18441,7212
6035,"CALIFORNIA","LASSEN",8970,"REPUBLICAN",9461,16.5,3807,7799,8081,2928
6037,"CALIFORNIA","LOS ANGELES",3028885,"DEMOCRAT",4921499,13.4,1437059,1419449,1789308,2241079
6039,"CALIFORNIA","MADERA",29378,"REPUBLICAN",61738,17.6,27373,24303,31659,14192
6041,"CALIFORNIA","MARIN",128288,"DEMOCRAT",130138,6.9,12759,20018,44352,113274
6043,"CALIFORNIA","MARIPOSA",5950,"REPUBLICAN",7162,15.1,1283,3320,5681,3348
6045,"CALIFORNIA","MENDOCINO",28782,"DEMOCRAT",37015,14,8346,15528,22974,15157
6047,"CALIFORNIA","MERCED",48991,"DEMOCRAT",114736,17,49522,40500,48248,22118
6049,"CALIFORNIA","MODOC",3109,"REPUBLICAN",3170,20.5,1025,2224,2467,1024
6051,"CALIFORNIA","MONO",4013,"DEMOCRAT",7846,10.1,1135,2402,3529,2861
6053,"CALIFORNIA","MONTEREY",113953,"DEMOCRAT",213471,12.6,78519,56000,73043,68106
6055,"CALIFORNIA","NAPA",49817,"DEMOCRAT",68867,7.4,14227,17473,31432,35091
6057,"CALIFORNIA","NEVADA",36359,"DEMOCRAT",46489,9.4,4286,13957,29450,28307
6059,"CALIFORNIA","ORANGE",814009,"DEMOCRAT",1553301,9.5,315045,373447,599846,880086
6061,"CALIFORNIA","PLACER",122488,"REPUBLICAN",184892,6.6,14777,48614,99628,107378
6063,"CALIFORNIA","PLUMAS",6445,"REPUBLICAN",7559,13.2,709,3773,6565,3432
6065,"CALIFORNIA","RIVERSIDE",528340,"DEMOCRAT",1107723,11.3,280136,418902,512894,347937
6067,"CALIFORNIA","SACRAMENTO",440808,"DEMOCRAT",707182,12.6,126265,230622,354374,317319
6069,"CALIFORNIA","SAN BENITO",17628,"DEMOCRAT",31528,10.4,7616,9644,14012,7686
6071,"CALIFORNIA","SAN BERNARDINO",455859,"DEMOCRAT",966206,13.3,270241,355250,441645,283484
6073,"CALIFORNIA","SAN DIEGO",964650,"DEMOCRAT",1538361,10.3,282031,409613,683145,871782
6075,"CALIFORNIA","SAN FRANCISCO",378156,"DEMOCRAT",556056,9.5,80204,83795,127615,403716
6077,"CALIFORNIA","SAN JOAQUIN",161137,"DEMOCRAT",331828,13.6,96843,132461,150446,87705
6079,"CALIFORNIA","SAN LUIS OBISPO",88310,"DEMOCRAT",132690,11.6,16514,37609,67922,66812
6081,"CALIFORNIA","SAN MATEO",291496,"DEMOCRAT",433876,6.1,57386,81909,130946,281049
6083,"CALIFORNIA","SANTA BARBARA",129963,"DEMOCRAT",217510,12,52419,49006,79694,93973
6085,"CALIFORNIA","SANTA CLARA",617967,"DEMOCRAT",1020693,6.1,155203,188180,292055,699520
6087,"CALIFORNIA","SANTA CRUZ",114246,"DEMOCRAT",133646,10.6,24593,27933,53963,73511
6089,"CALIFORNIA","SHASTA",60789,"REPUBLICAN",72827,13.3,11275,32118,55087,28044
6091,"CALIFORNIA","SIERRA",1142,"REPUBLICAN",1282,12.7,185,766,1035,434
6093,"CALIFORNIA","SISKIYOU",13290,"REPUBLICAN",16923,17.4,3095,8074,13170,7343
6095,"CALIFORNIA","SOLANO",131639,"DEMOCRAT",202812,9,35139,72340,114484,81736
6097,"CALIFORNIA","SONOMA",199938,"DEMOCRAT",245091,7.2,40280,67371,124081,127582
6099,"CALIFORNIA","STANISLAUS",105841,"DEMOCRAT",240641,13,72491,100758,111725,58652
6101,"CALIFORNIA","SUTTER",24375,"REPUBLICAN",45467,12.8,13673,14613,22916,11424
6103,"CALIFORNIA","TEHAMA",19141,"REPUBLICAN",25579,16.3,6780,13212,16990,6868
6105,"CALIFORNIA","TRINITY",3188,"REPUBLICAN",4515,16.5,752,3428,3745,1922
6107,"CALIFORNIA","TULARE",77579,"REPUBLICAN",199151,18.9,79125,69314,83215,39697
6109,"CALIFORNIA","TUOLUMNE",17689,"REPUBLICAN",20038,11.3,3829,11691,17313,8471
6111,"CALIFORNIA","VENTURA",251388,"DEMOCRAT",408867,8.2,85256,109206,183009,192675
6113,"CALIFORNIA","YOLO",67598,"DEMOCRAT",105026,16.9,17179,23086,34470,52851
6115,"CALIFORNIA","YUBA",17676,"REPUBLICAN",30042,15.2,8506,11333,20001,8193
8001,"COLORADO","ADAMS",134202,"DEMOCRAT",274498,9.3,52590,92779,100196,78690
8003,"COLORADO","ALAMOSA",3813,"REPUBLICAN",8403,19.6,1264,2742,3204,2409
8005,"COLORADO","ARAPAHOE",213607,"DEMOCRAT",366768,7.2,32339,91255,127088,187205
8007,"COLORADO","ARCHULETA",5189,"REPUBLICAN",7123,10.8,777,2131,3462,3767
8009,"COLORADO","BACA",1867,"REPUBLICAN",2132,19.3,359,730,961,558
8011,"COLORADO","BENT",1503,"REPUBLICAN",1828,34.4,691,2210,1116,517
8013,"COLORADO","BOULDER",159089,"DEMOCRAT",192879,10.7,10596,24916,45172,132071
8014,"COLORADO","BROOMFIELD",29077,"DEMOCRAT",40226,4.1,1439,6793,12562,26198
8015,"COLORADO","CHAFFEE",7160,"DEMOCRAT",9741,11,1004,4193,5082,5244
8017,"COLORADO","CHEYENNE",993,"REPUBLICAN",1103,13.7,112,492,477,257
8019,"COLORADO","CLEAR CREEK",3604,"DEMOCRAT",6151,7.4,102,1613,2115,3546
8021,"COLORADO","CONEJOS",2286,"REPUBLICAN",4071,19.9,636,1794,1747,1109
8023,"COLORADO","COSTILLA",1311,"DEMOCRAT",1823,24.6,532,684,1038,539
8025,"COLORADO","CROWLEY",1271,"REPUBLICAN",1528,40,540,1653,1339,351
8027,"COLORADO","CUSTER",2474,"REPUBLICAN",2087,11.8,244,791,1537,1240
8029,"COLORADO","DELTA",13081,"REPUBLICAN",14340,15.1,2071,8544,6843,4835
8031,"COLORADO","DENVER",313293,"DEMOCRAT",423824,12.1,60938,85694,110587,251499
8033,"COLORADO","DOLORES",1089,"REPUBLICAN",1137,12.8,86,506,469,337
8035,"COLORADO","DOUGLAS",121270,"REPUBLICAN",194649,2.7,4158,26712,62264,128705
8037,"COLORADO","EAGLE",18588,"DEMOCRAT",35708,7.9,4522,5854,9968,18161
8039,"COLORADO","ELBERT",14027,"REPUBLICAN",14961,5.7,600,4422,6740,6564
